2017-04-20 19:50:48,005 [DEBUG] org.springframework.beans.factory.xml.PluggableSchemaResolver  - Found XML schema [http://www.springframework.org/schema/tool/spring-tool-3.0.xsd] in classpath: org/springframework/beans/factory/xml/spring-tool-3.0.xsd
2017-04-20 19:50:48,011 [DEBUG] org.springframework.beans.factory.xml.PluggableSchemaResolver  - Found XML schema [http://www.springframework.org/schema/tx/spring-tx-3.0.xsd] in classpath: org/springframework/transaction/config/spring-tx-3.0.xsd
2017-04-20 19:50:48,016 [DEBUG] org.springframework.beans.factory.xml.PluggableSchemaResolver  - Found XML schema [http://www.pandawork.net/web/schema/mvc/spring-mvc.xsd] in classpath: com/pandawork/core/framework/web/spring/config/spring-mvc-3.1.xsd
2017-04-20 19:50:48,025 [DEBUG] org.springframework.beans.factory.xml.DefaultBeanDefinitionDocumentReader  - Loading bean definitions
2017-04-20 19:50:48,036 [DEBUG] org.springframework.beans.factory.xml.BeanDefinitionParserDelegate  - Neither XML 'id' nor 'name' specified - using generated bean name [com.pandawork.core.framework.bean.StaticAutoWireBeanPostProcessor#0]
2017-04-20 19:50:48,039 [DEBUG] org.springframework.beans.factory.xml.DefaultNamespaceHandlerResolver  - Loaded NamespaceHandler mappings: {http://www.springframework.org/schema/p=org.springframework.beans.factory.xml.SimplePropertyNamespaceHandler, http://www.springframework.org/schema/mvc=org.springframework.web.servlet.config.MvcNamespaceHandler, http://www.springframework.org/schema/util=org.springframework.beans.factory.xml.UtilNamespaceHandler, http://www.pandawork.net/web/schema/mvc=com.pandawork.core.framework.web.spring.namespace.PandaworkMvcNamespaceHandler, http://www.springframework.org/schema/jee=org.springframework.ejb.config.JeeNamespaceHandler, http://www.springframework.org/schema/aop=org.springframework.aop.config.AopNamespaceHandler, http://www.springframework.org/schema/jdbc=org.springframework.jdbc.config.JdbcNamespaceHandler, http://www.springframework.org/schema/cache=org.springframework.cache.config.CacheNamespaceHandler, http://mybatis.org/schema/mybatis-spring=org.mybatis.spring.config.NamespaceHandler, http://www.springframework.org/schema/c=org.springframework.beans.factory.xml.SimpleConstructorNamespaceHandler, http://www.springframework.org/schema/tx=org.springframework.transaction.config.TxNamespaceHandler, http://www.springframework.org/schema/task=org.springframework.scheduling.config.TaskNamespaceHandler, http://www.springframework.org/schema/lang=org.springframework.scripting.config.LangNamespaceHandler, http://www.springframework.org/schema/context=org.springframework.context.config.ContextNamespaceHandler}
2017-04-20 19:50:48,113 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Resolved classpath location [com/pandawork/core/common/log/] to resources [URL [jar:file:/D:/Program%20Files/apache-maven-3.3.1/mvn_repo/com/pandawork/core/common/3.0.0-SNAPSHOT/common-3.0.0-20151013.144204-12.jar!/com/pandawork/core/common/log/]]
2017-04-20 19:50:48,113 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in jar file [file:/D:/Program%20Files/apache-maven-3.3.1/mvn_repo/com/pandawork/core/common/3.0.0-SNAPSHOT/common-3.0.0-20151013.144204-12.jar]
2017-04-20 19:50:48,115 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Resolved location pattern [classpath*:com/pandawork/core/common/log/**/*.class] to resources [URL [jar:file:/D:/Program%20Files/apache-maven-3.3.1/mvn_repo/com/pandawork/core/common/3.0.0-SNAPSHOT/common-3.0.0-20151013.144204-12.jar!/com/pandawork/core/common/log/CLogger.class], URL [jar:file:/D:/Program%20Files/apache-maven-3.3.1/mvn_repo/com/pandawork/core/common/3.0.0-SNAPSHOT/common-3.0.0-20151013.144204-12.jar!/com/pandawork/core/common/log/Log.class], URL [jar:file:/D:/Program%20Files/apache-maven-3.3.1/mvn_repo/com/pandawork/core/common/3.0.0-SNAPSHOT/common-3.0.0-20151013.144204-12.jar!/com/pandawork/core/common/log/Log4jImpl$Log4jLogger.class], URL [jar:file:/D:/Program%20Files/apache-maven-3.3.1/mvn_repo/com/pandawork/core/common/3.0.0-SNAPSHOT/common-3.0.0-20151013.144204-12.jar!/com/pandawork/core/common/log/Log4jImpl.class], URL [jar:file:/D:/Program%20Files/apache-maven-3.3.1/mvn_repo/com/pandawork/core/common/3.0.0-SNAPSHOT/common-3.0.0-20151013.144204-12.jar!/com/pandawork/core/common/log/LogClerk.class], URL [jar:file:/D:/Program%20Files/apache-maven-3.3.1/mvn_repo/com/pandawork/core/common/3.0.0-SNAPSHOT/common-3.0.0-20151013.144204-12.jar!/com/pandawork/core/common/log/LogConstants.class]]
2017-04-20 19:50:48,134 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Resolved classpath location [com/tao/home/mapper/] to resources [URL [file:/E:/DateBase/Idea/Home/target/classes/com/tao/home/mapper/]]
